Number,Creation date,Start date,Start station,End date,End station,Total duration,Subscription type
87128,6/8/2015,6/8/2015 19:15,Pine St & 9th Ave,6/8/2015 19:42,2nd Ave & Pike St,26m 23s,24-Hour Pass
87129,6/8/2015,6/8/2015 19:16,Pine St & 9th Ave,6/8/2015 19:42,2nd Ave & Pike St,25m 20s,24-Hour Pass
87130,6/8/2015,6/8/2015 19:19,2nd Ave & Pike St,6/8/2015 19:35,Cal Anderson Park / 11th Ave & Pine St,16m 24s,3-Day Pass
87131,6/8/2015,6/8/2015 19:21,Westlake Ave & 6th Ave,6/8/2015 19:33,E Blaine St & Fairview Ave E,11m 53s,"The ""Pedal"" Membership"
87132,6/8/2015,6/8/2015 19:22,Republican St & Westlake Ave N,6/8/2015 19:44,NE 47th St & 12th Ave NE,22m 4s,"The ""Pedal"" Membership"
87133,6/8/2015,6/8/2015 19:29,Republican St & Westlake Ave N,6/8/2015 19:56,Pine St & 9th Ave,26m 47s,"The ""Pedal"" Membership"
87134,6/8/2015,6/8/2015 19:30,12th Ave & NE Campus Pkwy,6/8/2015 19:33,15th Ave NE & NE 40th St,3m 18s,3-Day Pass
87135,6/8/2015,6/8/2015 19:30,E Harrison St & Broadway Ave E,6/8/2015 19:44,12th Ave & E Yesler Way,14m 6s,"The ""Pedal"" Membership"
87138,6/8/2015,6/8/2015 19:33,Pine St & 9th Ave,6/8/2015 21:28,Occidental Park / Occidental Ave S & S Washington St,1h 54m 52s,24-Hour Pass
87139,6/8/2015,6/8/2015 19:33,Pine St & 9th Ave,6/8/2015 22:09,2nd Ave & Vine St,2h 35m 49s,24-Hour Pass
87140,6/8/2015,6/8/2015 19:38,2nd Ave & Vine St,6/8/2015 19:47,Republican St & Westlake Ave N,8m 20s,"The ""Pedal"" Membership"
87141,6/8/2015,6/8/2015 19:41,15th Ave NE & NE 40th St,6/8/2015 20:00,Eastlake Ave E & E Allison St,18m 33s,3-Day Pass
87142,6/8/2015,6/8/2015 19:43,E Pine St & 16th Ave,6/8/2015 19:57,7th Ave & Union St,13m 41s,"The ""Pedal"" Membership"
87143,6/8/2015,6/8/2015 19:44,2nd Ave & Pike St,6/8/2015 19:56,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,12m 36s,24-Hour Pass
87144,6/8/2015,6/8/2015 19:44,2nd Ave & Pike St,6/8/2015 19:56,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,12m 1s,24-Hour Pass
87145,6/8/2015,6/8/2015 19:44,Pier 69 / Alaskan Way & Clay St,6/8/2015 20:13,Pier 69 / Alaskan Way & Clay St,28m 26s,24-Hour Pass
87146,6/8/2015,6/8/2015 19:45,Summit Ave E & E Republican St,6/8/2015 19:54,15th Ave E & E Thomas St,8m 23s,"The ""Pedal"" Membership"
87147,6/8/2015,6/8/2015 19:48,Burke Museum / E Stevens Way NE & Memorial Way NE,6/8/2015 19:54,NE 47th St & 12th Ave NE,6m 2s,"The ""Pedal"" Membership"
87148,6/8/2015,6/8/2015 19:50,Bellevue Ave & E Pine St,6/8/2015 19:59,15th Ave E & E Thomas St,9m 4s,"The ""Pedal"" Membership"
87149,6/8/2015,6/8/2015 19:55,PATH / 9th Ave & Westlake Ave,6/8/2015 20:03,Key Arena / 1st Ave N & Harrison St,7m 21s,"The ""Pedal"" Membership"
87150,6/8/2015,6/8/2015 19:56,Cal Anderson Park / 11th Ave & Pine St,6/8/2015 20:02,Summit Ave E & E Republican St,6m 0s,"The ""Pedal"" Membership"
87151,6/8/2015,6/8/2015 19:58,Westlake Ave & 6th Ave,6/8/2015 20:18,Bellevue Ave & E Pine St,19m 39s,3-Day Pass
87152,6/8/2015,6/8/2015 19:59,Westlake Ave & 6th Ave,6/8/2015 20:10,Bellevue Ave & E Pine St,11m 21s,3-Day Pass
87153,6/8/2015,6/8/2015 19:59,2nd Ave & Spring St,6/8/2015 20:15,3rd Ave & Broad St,15m 43s,"The ""Pedal"" Membership"
87154,6/8/2015,6/8/2015 20:00,Westlake Ave & 6th Ave,6/8/2015 20:10,Bellevue Ave & E Pine St,9m 58s,3-Day Pass
87155,6/8/2015,6/8/2015 20:00,Harvard Ave & E Pine St,6/8/2015 20:03,Pine St & 9th Ave,3m 2s,"The ""Pedal"" Membership"
87156,6/8/2015,6/8/2015 20:01,Summit Ave E & E Republican St,6/8/2015 20:06,Harvard Ave & E Pine St,5m 11s,"The ""Pedal"" Membership"
87157,6/8/2015,6/8/2015 20:03,UW Intramural Activities Building,6/8/2015 20:19,Children's Hospital / Sandpoint Way NE & 40th Ave NE,15m 32s,"The ""Pedal"" Membership"
87158,6/8/2015,6/8/2015 20:05,Seattle University / E Columbia St & 12th Ave,6/8/2015 20:11,12th Ave & E Yesler Way,6m 22s,"The ""Pedal"" Membership"
87159,6/8/2015,6/8/2015 20:05,Eastlake Ave E & E Allison St,6/8/2015 20:13,E Blaine St & Fairview Ave E,8m 44s,3-Day Pass
87160,6/8/2015,6/8/2015 20:15,Harvard Ave & E Pine St,6/8/2015 20:20,Summit Ave E & E Republican St,5m 42s,"The ""Pedal"" Membership"
87161,6/8/2015,6/8/2015 20:19,E Pine St & 16th Ave,6/8/2015 20:24,Summit Ave & E Denny Way,5m 21s,"The ""Pedal"" Membership"
87162,6/8/2015,6/8/2015 20:20,12th Ave & E Denny Way,6/8/2015 21:00,12th Ave & E Denny Way,39m 42s,24-Hour Pass
87163,6/8/2015,6/8/2015 20:20,12th Ave & E Denny Way,6/8/2015 20:57,12th Ave & E Denny Way,37m 15s,24-Hour Pass
87164,6/8/2015,6/8/2015 20:22,Westlake Ave & 6th Ave,6/8/2015 20:31,3rd Ave & Broad St,8m 51s,"The ""Gear"" Membership"
87165,6/8/2015,6/8/2015 20:23,PATH / 9th Ave & Westlake Ave,6/8/2015 20:30,Dexter Ave N & Aloha St,6m 27s,"The ""Pedal"" Membership"
87166,6/8/2015,6/8/2015 20:25,Key Arena / 1st Ave N & Harrison St,6/8/2015 20:58,Key Arena / 1st Ave N & Harrison St,33m 31s,24-Hour Pass
87167,6/8/2015,6/8/2015 20:29,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/8/2015 20:42,Lake Union Park / Valley St & Boren Ave N,13m 12s,3-Day Pass
87168,6/8/2015,6/8/2015 20:33,Seattle University / E Columbia St & 12th Ave,6/8/2015 20:53,2nd Ave & Vine St,19m 29s,"The ""Pedal"" Membership"
87169,6/8/2015,6/8/2015 20:42,Eastlake Ave E & E Allison St,6/8/2015 21:10,Eastlake Ave E & E Allison St,28m 40s,24-Hour Pass
87170,6/8/2015,6/8/2015 20:47,Lake Union Park / Valley St & Boren Ave N,6/8/2015 20:52,Republican St & Westlake Ave N,5m 44s,3-Day Pass
87171,6/8/2015,6/8/2015 20:48,15th Ave E & E Thomas St,6/8/2015 20:51,E Pine St & 16th Ave,2m 57s,"The ""Pedal"" Membership"
87172,6/8/2015,6/8/2015 20:53,3rd Ave & Broad St,6/8/2015 21:01,REI / Yale Ave N & John St,7m 56s,"The ""Pedal"" Membership"
87173,6/8/2015,6/8/2015 20:54,Seattle University / E Columbia St & 12th Ave,6/8/2015 21:01,12th Ave & E Denny Way,7m 15s,"The ""Pedal"" Membership"
87174,6/8/2015,6/8/2015 20:56,Republican St & Westlake Ave N,6/8/2015 20:58,9th Ave N & Mercer St,1m 59s,3-Day Pass
87175,6/8/2015,6/8/2015 20:58,E Pine St & 16th Ave,6/8/2015 21:02,15th Ave E & E Thomas St,4m 4s,"The ""Pedal"" Membership"
87176,6/8/2015,6/8/2015 20:58,9th Ave N & Mercer St,6/8/2015 21:13,Westlake Ave & 6th Ave,14m 8s,3-Day Pass
87177,6/8/2015,6/8/2015 21:03,Summit Ave & E Denny Way,6/8/2015 21:07,Summit Ave E & E Republican St,3m 21s,"The ""Pedal"" Membership"
87178,6/8/2015,6/8/2015 21:04,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6/8/2015 21:22,2nd Ave & Spring St,18m 11s,24-Hour Pass
87179,6/8/2015,6/8/2015 21:06,Frye Art Museum / Terry Ave & Columbia St,6/8/2015 21:17,E Pine St & 16th Ave,11m 14s,"The ""Pedal"" Membership"
87180,6/8/2015,6/8/2015 21:06,Westlake Ave & 6th Ave,6/8/2015 21:16,Key Arena / 1st Ave N & Harrison St,9m 14s,"The ""Pedal"" Membership"
87181,6/8/2015,6/8/2015 21:23,Dexter Ave & Denny Way,6/8/2015 21:33,Bellevue Ave & E Pine St,9m 57s,"The ""Pedal"" Membership"
87182,6/8/2015,6/8/2015 21:23,E Blaine St & Fairview Ave E,6/8/2015 21:42,Key Arena / 1st Ave N & Harrison St,18m 24s,"The ""Pedal"" Membership"
87183,6/8/2015,6/8/2015 21:30,9th Ave N & Mercer St,6/8/2015 21:36,E Blaine St & Fairview Ave E,5m 56s,"The ""Pedal"" Membership"
87184,6/8/2015,6/8/2015 21:32,6th Ave & Blanchard St,6/8/2015 21:37,2nd Ave & Vine St,5m 18s,3-Day Pass
87186,6/8/2015,6/8/2015 21:54,2nd Ave & Blanchard St,6/8/2015 21:59,PATH / 9th Ave & Westlake Ave,5m 0s,"The ""Pedal"" Membership"
87187,6/8/2015,6/8/2015 22:08,7th Ave & Union St,6/8/2015 22:17,2nd Ave & Vine St,8m 43s,"The ""Pedal"" Membership"
87188,6/8/2015,6/8/2015 22:19,Republican St & Westlake Ave N,6/8/2015 22:29,2nd Ave & Vine St,10m 15s,"The ""Pedal"" Membership"
87189,6/8/2015,6/8/2015 22:21,PATH / 9th Ave & Westlake Ave,6/8/2015 22:57,Dexter Ave N & Aloha St,35m 26s,24-Hour Pass
87190,6/8/2015,6/8/2015 22:34,E Pine St & 16th Ave,6/8/2015 22:51,Bellevue Ave & E Pine St,16m 41s,"The ""Pedal"" Membership"
87191,6/8/2015,6/8/2015 22:42,2nd Ave & Blanchard St,6/8/2015 22:54,Summit Ave & E Denny Way,11m 35s,"The ""Gear"" Membership"
87192,6/8/2015,6/8/2015 22:51,2nd Ave & Vine St,6/8/2015 23:09,Key Arena / 1st Ave N & Harrison St,18m 4s,3-Day Pass
87193,6/8/2015,6/8/2015 23:38,2nd Ave & Pike St,6/8/2015 23:50,Seattle University / E Columbia St & 12th Ave,12m 5s,"The ""Pedal"" Membership"
87194,6/8/2015,6/8/2015 23:56,15th Ave NE & NE 40th St,6/9/2015 0:04,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,7m 52s,"The ""Pedal"" Membership"
87195,6/8/2015,6/8/2015 23:57,Harvard Ave & E Pine St,6/9/2015 0:11,Occidental Park / Occidental Ave S & S Washington St,14m 35s,24-Hour Pass
87196,6/9/2015,6/9/2015 0:06,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 0:10,Summit Ave & E Denny Way,3m 29s,"The ""Pedal"" Membership"
87197,6/9/2015,6/9/2015 0:25,2nd Ave & Blanchard St,6/9/2015 0:36,E Blaine St & Fairview Ave E,11m 35s,"The ""Pedal"" Membership"
87198,6/9/2015,6/9/2015 3:19,Harvard Ave & E Pine St,6/9/2015 3:26,Westlake Ave & 6th Ave,6m 31s,"The ""Pedal"" Membership"
87199,6/9/2015,6/9/2015 4:04,Key Arena / 1st Ave N & Harrison St,6/9/2015 4:15,1st Ave & Marion St,11m 23s,"The ""Pedal"" Membership"
87200,6/9/2015,6/9/2015 5:13,Lake Union Park / Valley St & Boren Ave N,6/9/2015 5:37,15th Ave NE & NE 40th St,24m 29s,24-Hour Pass
87201,6/9/2015,6/9/2015 5:43,15th Ave NE & NE 40th St,6/9/2015 7:50,PATH / 9th Ave & Westlake Ave,2h 6m 52s,24-Hour Pass
87202,6/9/2015,6/9/2015 5:53,E Harrison St & Broadway Ave E,6/9/2015 5:57,Pine St & 9th Ave,3m 56s,"The ""Pedal"" Membership"
87203,6/9/2015,6/9/2015 6:20,3rd Ave & Broad St,6/9/2015 6:25,PATH / 9th Ave & Westlake Ave,4m 24s,"The ""Pedal"" Membership"
87204,6/9/2015,6/9/2015 6:23,Summit Ave E & E Republican St,6/9/2015 6:29,7th Ave & Union St,5m 59s,"The ""Pedal"" Membership"
87205,6/9/2015,6/9/2015 6:25,2nd Ave & Blanchard St,6/9/2015 6:27,2nd Ave & Vine St,2m 11s,"The ""Pedal"" Membership"
87206,6/9/2015,6/9/2015 6:34,Westlake Ave & 6th Ave,6/9/2015 6:39,Republican St & Westlake Ave N,5m 16s,"The ""Pedal"" Membership"
87207,6/9/2015,6/9/2015 6:35,Westlake Ave & 6th Ave,6/9/2015 6:41,2nd Ave & Spring St,5m 25s,"The ""Pedal"" Membership"
87208,6/9/2015,6/9/2015 6:36,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6/9/2015 7:16,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,39m 50s,24-Hour Pass
87209,6/9/2015,6/9/2015 6:37,Dexter Ave N & Aloha St,6/9/2015 6:45,Republican St & Westlake Ave N,8m 21s,"The ""Pedal"" Membership"
87210,6/9/2015,6/9/2015 6:47,E Harrison St & Broadway Ave E,6/9/2015 6:54,Pine St & 9th Ave,7m 15s,"The ""Pedal"" Membership"
87211,6/9/2015,6/9/2015 6:50,Bellevue Ave & E Pine St,6/9/2015 7:08,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,17m 50s,"The ""Pedal"" Membership"
87212,6/9/2015,6/9/2015 7:02,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6/9/2015 7:21,3rd Ave & Broad St,18m 14s,"The ""Pedal"" Membership"
87213,6/9/2015,6/9/2015 7:04,Westlake Ave & 6th Ave,6/9/2015 7:11,Republican St & Westlake Ave N,7m 9s,"The ""Pedal"" Membership"
87214,6/9/2015,6/9/2015 7:05,Summit Ave & E Denny Way,6/9/2015 7:09,Bellevue Ave & E Pine St,3m 21s,"The ""Pedal"" Membership"
87215,6/9/2015,6/9/2015 7:05,Westlake Ave & 6th Ave,6/9/2015 7:11,Republican St & Westlake Ave N,5m 49s,"The ""Pedal"" Membership"
87216,6/9/2015,6/9/2015 7:07,Key Arena / 1st Ave N & Harrison St,6/9/2015 7:21,E Blaine St & Fairview Ave E,13m 33s,"The ""Pedal"" Membership"
87217,6/9/2015,6/9/2015 7:10,Seattle University / E Columbia St & 12th Ave,6/9/2015 7:18,Harvard Ave & E Pine St,7m 20s,"The ""Pedal"" Membership"
87218,6/9/2015,6/9/2015 7:12,Bellevue Ave & E Pine St,6/9/2015 7:17,2nd Ave & Spring St,4m 42s,"The ""Pedal"" Membership"
87219,6/9/2015,6/9/2015 7:13,Summit Ave E & E Republican St,6/9/2015 7:18,Pine St & 9th Ave,5m 47s,"The ""Pedal"" Membership"
87220,6/9/2015,6/9/2015 7:16,Bellevue Ave & E Pine St,6/9/2015 7:22,2nd Ave & Spring St,6m 3s,"The ""Gear"" Membership"
87221,6/9/2015,6/9/2015 7:17,Key Arena / 1st Ave N & Harrison St,6/9/2015 7:32,1st Ave & Marion St,15m 39s,"The ""Pedal"" Membership"
87222,6/9/2015,6/9/2015 7:20,Summit Ave E & E Republican St,6/9/2015 7:25,7th Ave & Union St,4m 54s,"The ""Pedal"" Membership"
87223,6/9/2015,6/9/2015 7:20,E Pine St & 16th Ave,6/9/2015 7:30,City Hall / 4th Ave & James St,9m 33s,"The ""Pedal"" Membership"
87224,6/9/2015,6/9/2015 7:21,E Harrison St & Broadway Ave E,6/9/2015 7:33,2nd Ave & Vine St,11m 50s,"The ""Gear"" Membership"
87225,6/9/2015,6/9/2015 7:23,2nd Ave & Pike St,6/9/2015 7:34,Pier 69 / Alaskan Way & Clay St,11m 16s,"The ""Pedal"" Membership"
87226,6/9/2015,6/9/2015 7:23,12th Ave & E Denny Way,6/9/2015 7:47,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,24m 16s,"The ""Pedal"" Membership"
87227,6/9/2015,6/9/2015 7:23,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6/9/2015 7:35,Pier 69 / Alaskan Way & Clay St,11m 55s,"The ""Pedal"" Membership"
87228,6/9/2015,6/9/2015 7:23,Pier 69 / Alaskan Way & Clay St,6/9/2015 7:33,1st Ave & Marion St,9m 53s,"The ""Pedal"" Membership"
87229,6/9/2015,6/9/2015 7:27,Dexter Ave N & Aloha St,6/9/2015 7:33,PATH / 9th Ave & Westlake Ave,5m 35s,"The ""Pedal"" Membership"
87230,6/9/2015,6/9/2015 7:31,E Pine St & 16th Ave,6/9/2015 7:41,1st Ave & Marion St,10m 17s,"The ""Pedal"" Membership"
87232,6/9/2015,6/9/2015 7:33,E Harrison St & Broadway Ave E,6/9/2015 7:35,Summit Ave & E Denny Way,2m 36s,"The ""Pedal"" Membership"
87233,6/9/2015,6/9/2015 7:35,2nd Ave & Pike St,6/9/2015 7:45,PATH / 9th Ave & Westlake Ave,9m 59s,"The ""Pedal"" Membership"
87235,6/9/2015,6/9/2015 7:37,Summit Ave E & E Republican St,6/9/2015 7:52,12th Ave & NE Campus Pkwy,15m 48s,"The ""Pedal"" Membership"
87236,6/9/2015,6/9/2015 7:38,Seattle University / E Columbia St & 12th Ave,6/9/2015 7:46,Bellevue Ave & E Pine St,7m 22s,"The ""Pedal"" Membership"
87237,6/9/2015,6/9/2015 7:40,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6/9/2015 7:48,Pier 69 / Alaskan Way & Clay St,7m 44s,"The ""Pedal"" Membership"
87238,6/9/2015,6/9/2015 7:42,Summit Ave E & E Republican St,6/9/2015 7:48,E Blaine St & Fairview Ave E,6m 13s,"The ""Pedal"" Membership"
87239,6/9/2015,6/9/2015 7:44,12th Ave & E Mercer St,6/9/2015 7:58,Occidental Park / Occidental Ave S & S Washington St,13m 17s,"The ""Pedal"" Membership"
87240,6/9/2015,6/9/2015 7:44,Summit Ave E & E Republican St,6/9/2015 7:51,Cal Anderson Park / 11th Ave & Pine St,6m 56s,3-Day Pass
87241,6/9/2015,6/9/2015 7:44,1st Ave & Marion St,6/9/2015 7:54,6th Ave & Blanchard St,10m 1s,"The ""Pedal"" Membership"
87242,6/9/2015,6/9/2015 7:44,Key Arena / 1st Ave N & Harrison St,6/9/2015 7:56,Occidental Park / Occidental Ave S & S Washington St,11m 37s,"The ""Pedal"" Membership"
87243,6/9/2015,6/9/2015 7:47,Westlake Ave & 6th Ave,6/9/2015 7:54,Dexter Ave N & Aloha St,6m 56s,"The ""Pedal"" Membership"
87244,6/9/2015,6/9/2015 7:48,Bellevue Ave & E Pine St,6/9/2015 7:55,Republican St & Westlake Ave N,6m 49s,"The ""Pedal"" Membership"
87245,6/9/2015,6/9/2015 7:50,1st Ave & Marion St,6/9/2015 8:01,Pier 69 / Alaskan Way & Clay St,11m 6s,"The ""Pedal"" Membership"
87246,6/9/2015,6/9/2015 7:50,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 7:52,Bellevue Ave & E Pine St,2m 4s,"The ""Pedal"" Membership"
87247,6/9/2015,6/9/2015 7:50,1st Ave & Marion St,6/9/2015 7:53,Occidental Park / Occidental Ave S & S Washington St,2m 14s,"The ""Pedal"" Membership"
87248,6/9/2015,6/9/2015 7:52,Seattle University / E Columbia St & 12th Ave,6/9/2015 8:02,Occidental Park / Occidental Ave S & S Washington St,9m 56s,"The ""Pedal"" Membership"
87249,6/9/2015,6/9/2015 7:54,12th Ave & NE Campus Pkwy,6/9/2015 7:57,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,3m 26s,"The ""Pedal"" Membership"
87250,6/9/2015,6/9/2015 7:55,E Blaine St & Fairview Ave E,6/9/2015 8:01,9th Ave N & Mercer St,6m 50s,"The ""Pedal"" Membership"
87251,6/9/2015,6/9/2015 7:55,12th Ave & E Mercer St,6/9/2015 8:06,Republican St & Westlake Ave N,10m 57s,"The ""Pedal"" Membership"
87252,6/9/2015,6/9/2015 7:56,15th Ave E & E Thomas St,6/9/2015 8:06,2nd Ave & Blanchard St,10m 2s,"The ""Pedal"" Membership"
87253,6/9/2015,6/9/2015 7:56,12th Ave & E Mercer St,6/9/2015 8:06,2nd Ave & Spring St,9m 22s,"The ""Pedal"" Membership"
87254,6/9/2015,6/9/2015 7:57,Key Arena / 1st Ave N & Harrison St,6/9/2015 8:05,2nd Ave & Blanchard St,8m 7s,"The ""Pedal"" Membership"
87255,6/9/2015,6/9/2015 8:04,Pier 69 / Alaskan Way & Clay St,6/9/2015 8:12,2nd Ave & Spring St,8m 52s,"The ""Pedal"" Membership"
87256,6/9/2015,6/9/2015 8:05,Key Arena / 1st Ave N & Harrison St,6/9/2015 8:15,PATH / 9th Ave & Westlake Ave,9m 12s,"The ""Pedal"" Membership"
87257,6/9/2015,6/9/2015 8:06,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 8:18,City Hall / 4th Ave & James St,11m 31s,"The ""Pedal"" Membership"
87258,6/9/2015,6/9/2015 8:08,City Hall / 4th Ave & James St,6/9/2015 8:14,6th Ave S & S King St,6m 23s,"The ""Pedal"" Membership"
87259,6/9/2015,6/9/2015 8:09,12th Ave & E Denny Way,6/9/2015 8:17,2nd Ave & Pike St,7m 55s,"The ""Pedal"" Membership"
87260,6/9/2015,6/9/2015 8:11,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 8:20,2nd Ave & Spring St,8m 55s,"The ""Pedal"" Membership"
87261,6/9/2015,6/9/2015 8:11,UW McCarty Hall / Whitman Ct,6/9/2015 8:13,UW Engineering Library / E Stevens Way NE & Jefferson Rd,2m 37s,"The ""Pedal"" Membership"
87262,6/9/2015,6/9/2015 8:16,7th Ave & Union St,6/9/2015 9:10,15th Ave NE & NE 40th St,53m 56s,24-Hour Pass
87263,6/9/2015,6/9/2015 8:16,E Harrison St & Broadway Ave E,6/9/2015 8:22,Pine St & 9th Ave,5m 13s,"The ""Pedal"" Membership"
87264,6/9/2015,6/9/2015 8:17,Pine St & 9th Ave,6/9/2015 8:25,2nd Ave & Blanchard St,7m 56s,"The ""Pedal"" Membership"
87265,6/9/2015,6/9/2015 8:17,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6/9/2015 8:31,9th Ave N & Mercer St,14m 30s,"The ""Pedal"" Membership"
87266,6/9/2015,6/9/2015 8:18,15th Ave E & E Thomas St,6/9/2015 8:36,12th Ave & NE Campus Pkwy,17m 28s,"The ""Pedal"" Membership"
87267,6/9/2015,6/9/2015 8:18,Key Arena / 1st Ave N & Harrison St,6/9/2015 8:25,9th Ave N & Mercer St,6m 52s,"The ""Gear"" Membership"
87268,6/9/2015,6/9/2015 8:18,PATH / 9th Ave & Westlake Ave,6/9/2015 8:21,Westlake Ave & 6th Ave,2m 46s,"The ""Pedal"" Membership"
87269,6/9/2015,6/9/2015 8:18,Frye Art Museum / Terry Ave & Columbia St,6/9/2015 8:29,Republican St & Westlake Ave N,10m 55s,"The ""Pedal"" Membership"
87270,6/9/2015,6/9/2015 8:19,PATH / 9th Ave & Westlake Ave,6/9/2015 8:26,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6m 44s,24-Hour Pass
87271,6/9/2015,6/9/2015 8:20,Summit Ave E & E Republican St,6/9/2015 8:22,Summit Ave & E Denny Way,2m 8s,"The ""Pedal"" Membership"
87272,6/9/2015,6/9/2015 8:21,Lake Union Park / Valley St & Boren Ave N,6/9/2015 8:26,E Blaine St & Fairview Ave E,5m 46s,"The ""Pedal"" Membership"
87273,6/9/2015,6/9/2015 8:21,UW McCarty Hall / Whitman Ct,6/9/2015 8:23,UW Engineering Library / E Stevens Way NE & Jefferson Rd,2m 11s,"The ""Pedal"" Membership"
87274,6/9/2015,6/9/2015 8:24,12th Ave & E Mercer St,6/9/2015 8:39,Occidental Park / Occidental Ave S & S Washington St,14m 47s,"The ""Pedal"" Membership"
87275,6/9/2015,6/9/2015 8:26,REI / Yale Ave N & John St,6/9/2015 8:31,PATH / 9th Ave & Westlake Ave,4m 59s,"The ""Pedal"" Membership"
87276,6/9/2015,6/9/2015 8:26,Dexter Ave & Denny Way,6/9/2015 8:34,Key Arena / 1st Ave N & Harrison St,7m 13s,"The ""Gear"" Membership"
87277,6/9/2015,6/9/2015 8:27,Westlake Ave & 6th Ave,6/9/2015 8:32,9th Ave N & Mercer St,4m 57s,"The ""Pedal"" Membership"
87278,6/9/2015,6/9/2015 8:33,Republican St & Westlake Ave N,6/9/2015 8:44,1st Ave & Marion St,11m 16s,"The ""Pedal"" Membership"
87279,6/9/2015,6/9/2015 8:33,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,6/9/2015 8:54,Dexter Ave N & Aloha St,21m 29s,"The ""Pedal"" Membership"
87280,6/9/2015,6/9/2015 8:33,E Blaine St & Fairview Ave E,6/9/2015 8:39,Lake Union Park / Valley St & Boren Ave N,5m 55s,"The ""Gear"" Membership"
87281,6/9/2015,6/9/2015 8:34,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,6/9/2015 8:43,Children's Hospital / Sandpoint Way NE & 40th Ave NE,9m 22s,"The ""Pedal"" Membership"
87282,6/9/2015,6/9/2015 8:34,Westlake Ave & 6th Ave,6/9/2015 8:46,Dexter Ave N & Aloha St,11m 28s,"The ""Gear"" Membership"
87283,6/9/2015,6/9/2015 8:35,Summit Ave E & E Republican St,6/9/2015 8:36,Summit Ave & E Denny Way,1m 48s,"The ""Pedal"" Membership"
87284,6/9/2015,6/9/2015 8:36,E Pine St & 16th Ave,6/9/2015 8:47,Republican St & Westlake Ave N,11m 34s,"The ""Pedal"" Membership"
87285,6/9/2015,6/9/2015 8:36,E Pine St & 16th Ave,6/9/2015 8:42,Harvard Ave & E Pine St,5m 47s,"The ""Pedal"" Membership"
87286,6/9/2015,6/9/2015 8:37,12th Ave & E Denny Way,6/9/2015 8:42,Pine St & 9th Ave,5m 12s,"The ""Pedal"" Membership"
87287,6/9/2015,6/9/2015 8:38,12th Ave & E Mercer St,6/9/2015 8:48,2nd Ave & Pike St,9m 59s,"The ""Pedal"" Membership"
87288,6/9/2015,6/9/2015 8:39,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6/9/2015 8:55,Pier 69 / Alaskan Way & Clay St,16m 13s,"The ""Pedal"" Membership"
87289,6/9/2015,6/9/2015 8:40,Seattle University / E Columbia St & 12th Ave,6/9/2015 8:52,2nd Ave & Pike St,11m 46s,"The ""Pedal"" Membership"
87290,6/9/2015,6/9/2015 8:42,12th Ave & E Denny Way,6/9/2015 8:51,7th Ave & Union St,8m 11s,3-Day Pass
87291,6/9/2015,6/9/2015 8:42,1st Ave & Marion St,6/9/2015 8:50,Westlake Ave & 6th Ave,7m 11s,"The ""Pedal"" Membership"
87292,6/9/2015,6/9/2015 8:43,15th Ave E & E Thomas St,6/9/2015 8:52,7th Ave & Union St,8m 59s,"The ""Pedal"" Membership"
87293,6/9/2015,6/9/2015 8:43,Pine St & 9th Ave,6/9/2015 8:46,PATH / 9th Ave & Westlake Ave,3m 0s,"The ""Pedal"" Membership"
87294,6/9/2015,6/9/2015 8:44,3rd Ave & Broad St,6/9/2015 8:53,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,9m 32s,"The ""Pedal"" Membership"
87295,6/9/2015,6/9/2015 8:45,Republican St & Westlake Ave N,6/9/2015 8:50,Dexter Ave N & Aloha St,4m 44s,"The ""Pedal"" Membership"
87296,6/9/2015,6/9/2015 8:46,Dexter Ave N & Aloha St,6/9/2015 8:55,E Blaine St & Fairview Ave E,9m 51s,"The ""Pedal"" Membership"
87297,6/9/2015,6/9/2015 8:47,Dexter Ave N & Aloha St,6/9/2015 8:52,Republican St & Westlake Ave N,5m 16s,"The ""Pedal"" Membership"
