Number,Creation date,Start date,Start station,End date,End station,Total duration,Subscription type
87644,6/9/2015,6/9/2015 18:23,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/9/2015 18:43,Westlake Ave & 6th Ave,20m 1s,24-Hour Pass
87645,6/9/2015,6/9/2015 18:24,12th Ave & E Mercer St,6/9/2015 18:46,E Harrison St & Broadway Ave E,22m 42s,24-Hour Pass
87646,6/9/2015,6/9/2015 18:24,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/9/2015 18:43,Westlake Ave & 6th Ave,19m 8s,24-Hour Pass
87647,6/9/2015,6/9/2015 18:24,Key Arena / 1st Ave N & Harrison St,6/9/2015 18:41,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,17m 12s,"The ""Pedal"" Membership"
87648,6/9/2015,6/9/2015 18:25,Bellevue Ave & E Pine St,6/9/2015 18:34,3rd Ave & Broad St,9m 24s,"The ""Pedal"" Membership"
87649,6/9/2015,6/9/2015 18:27,UW Engineering Library / E Stevens Way NE & Jefferson Rd,6/9/2015 18:35,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,8m 5s,"The ""Pedal"" Membership"
87651,6/9/2015,6/9/2015 18:32,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 18:45,2nd Ave & Pike St,13m 9s,24-Hour Pass
87652,6/9/2015,6/9/2015 18:32,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 18:47,2nd Ave & Pike St,15m 8s,24-Hour Pass
87653,6/9/2015,6/9/2015 18:33,6th Ave & Blanchard St,6/9/2015 18:35,Westlake Ave & 6th Ave,1m 47s,"The ""Pedal"" Membership"
87654,6/9/2015,6/9/2015 18:35,Lake Union Park / Valley St & Boren Ave N,6/9/2015 18:42,E Blaine St & Fairview Ave E,6m 45s,"The ""Pedal"" Membership"
87655,6/9/2015,6/9/2015 18:36,7th Ave & Union St,6/9/2015 18:50,E Blaine St & Fairview Ave E,13m 48s,"The ""Gear"" Membership"
87656,6/9/2015,6/9/2015 18:36,9th Ave N & Mercer St,6/9/2015 18:43,E Blaine St & Fairview Ave E,6m 28s,"The ""Pedal"" Membership"
87657,6/9/2015,6/9/2015 18:37,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6/9/2015 18:46,1st Ave & Marion St,9m 34s,24-Hour Pass
87658,6/9/2015,6/9/2015 18:37,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6/9/2015 18:46,1st Ave & Marion St,9m 14s,24-Hour Pass
87659,6/9/2015,6/9/2015 18:37,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/9/2015 18:38,Lake Union Park / Valley St & Boren Ave N,1m 26s,"The ""Pedal"" Membership"
87660,6/9/2015,6/9/2015 18:39,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 18:50,Republican St & Westlake Ave N,10m 1s,"The ""Pedal"" Membership"
87661,6/9/2015,6/9/2015 18:40,6th Ave & Blanchard St,6/9/2015 18:46,Dexter Ave N & Aloha St,5m 9s,"The ""Pedal"" Membership"
87662,6/9/2015,6/9/2015 18:41,E Harrison St & Broadway Ave E,6/9/2015 19:02,PATH / 9th Ave & Westlake Ave,21m 53s,3-Day Pass
87663,6/9/2015,6/9/2015 18:41,Republican St & Westlake Ave N,6/9/2015 18:48,2nd Ave & Vine St,7m 21s,"The ""Pedal"" Membership"
87664,6/9/2015,6/9/2015 18:45,2nd Ave & Pike St,6/9/2015 18:54,Key Arena / 1st Ave N & Harrison St,9m 15s,"The ""Gear"" Membership"
87665,6/9/2015,6/9/2015 18:45,2nd Ave & Vine St,6/9/2015 19:00,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,14m 59s,24-Hour Pass
87666,6/9/2015,6/9/2015 18:45,15th Ave NE & NE 40th St,6/9/2015 18:49,UW Engineering Library / E Stevens Way NE & Jefferson Rd,4m 14s,"The ""Pedal"" Membership"
87667,6/9/2015,6/9/2015 18:47,Pier 69 / Alaskan Way & Clay St,6/9/2015 19:33,Pier 69 / Alaskan Way & Clay St,46m 10s,24-Hour Pass
87668,6/9/2015,6/9/2015 18:46,Pier 69 / Alaskan Way & Clay St,6/9/2015 19:33,Pier 69 / Alaskan Way & Clay St,46m 27s,24-Hour Pass
87669,6/9/2015,6/9/2015 18:47,PATH / 9th Ave & Westlake Ave,6/9/2015 19:00,E Blaine St & Fairview Ave E,12m 49s,"The ""Pedal"" Membership"
87670,6/9/2015,6/9/2015 18:48,Burke Museum / E Stevens Way NE & Memorial Way NE,6/9/2015 19:22,2nd Ave & Spring St,33m 38s,24-Hour Pass
87671,6/9/2015,6/9/2015 18:53,2nd Ave & Spring St,6/9/2015 19:11,Dexter Ave N & Aloha St,17m 2s,"The ""Pedal"" Membership"
87672,6/9/2015,6/9/2015 18:57,City Hall / 4th Ave & James St,6/9/2015 19:16,Harvard Ave & E Pine St,19m 41s,3-Day Pass
87673,6/9/2015,6/9/2015 19:00,15th Ave NE & NE 40th St,6/9/2015 19:10,Eastlake Ave E & E Allison St,9m 34s,"The ""Pedal"" Membership"
87674,6/9/2015,6/9/2015 19:02,E Pine St & 16th Ave,6/9/2015 19:08,12th Ave & E Mercer St,6m 28s,24-Hour Pass
87675,6/9/2015,6/9/2015 19:02,Summit Ave E & E Republican St,6/9/2015 19:11,15th Ave E & E Thomas St,9m 5s,"The ""Pedal"" Membership"
87676,6/9/2015,6/9/2015 19:03,PATH / 9th Ave & Westlake Ave,6/9/2015 19:23,Pier 69 / Alaskan Way & Clay St,19m 49s,3-Day Pass
87677,6/9/2015,6/9/2015 19:07,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6/9/2015 19:26,3rd Ave & Broad St,18m 42s,24-Hour Pass
87678,6/9/2015,6/9/2015 19:07,REI / Yale Ave N & John St,6/9/2015 19:16,Dexter Ave & Denny Way,8m 27s,"The ""Gear"" Membership"
87679,6/9/2015,6/9/2015 19:08,15th Ave E & E Thomas St,6/9/2015 19:10,E Pine St & 16th Ave,2m 41s,"The ""Pedal"" Membership"
87680,6/9/2015,6/9/2015 19:16,12th Ave & E Mercer St,6/9/2015 19:30,6th Ave S & S King St,13m 27s,"The ""Pedal"" Membership"
87681,6/9/2015,6/9/2015 19:18,Key Arena / 1st Ave N & Harrison St,6/9/2015 19:31,1st Ave & Marion St,12m 54s,3-Day Pass
87682,6/9/2015,6/9/2015 19:18,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6/9/2015 20:12,2nd Ave & Pike St,53m 38s,24-Hour Pass
87683,6/9/2015,6/9/2015 19:18,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6/9/2015 20:12,2nd Ave & Pike St,53m 46s,24-Hour Pass
87684,6/9/2015,6/9/2015 19:18,Dexter Ave N & Aloha St,6/9/2015 20:50,Key Arena / 1st Ave N & Harrison St,1h 31m 46s,24-Hour Pass
87685,6/9/2015,6/9/2015 19:19,Summit Ave & E Denny Way,6/9/2015 19:22,Summit Ave E & E Republican St,2m 17s,"The ""Pedal"" Membership"
87686,6/9/2015,6/9/2015 19:20,2nd Ave & Spring St,6/9/2015 19:38,Key Arena / 1st Ave N & Harrison St,17m 9s,24-Hour Pass
87687,6/9/2015,6/9/2015 19:24,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6/9/2015 19:34,2nd Ave & Pike St,10m 41s,"The ""Pedal"" Membership"
87688,6/9/2015,6/9/2015 19:24,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6/9/2015 19:34,2nd Ave & Pike St,10m 27s,"The ""Pedal"" Membership"
87689,6/9/2015,6/9/2015 19:25,9th Ave N & Mercer St,6/9/2015 19:33,Dexter Ave & Denny Way,7m 50s,"The ""Pedal"" Membership"
87690,6/9/2015,6/9/2015 19:26,Pier 69 / Alaskan Way & Clay St,6/9/2015 19:39,Occidental Park / Occidental Ave S & S Washington St,13m 2s,3-Day Pass
87691,6/9/2015,6/9/2015 19:27,Burke Museum / E Stevens Way NE & Memorial Way NE,6/9/2015 19:55,Lake Union Park / Valley St & Boren Ave N,28m 3s,"The ""Pedal"" Membership"
87692,6/9/2015,6/9/2015 19:35,Harvard Ave & E Pine St,6/9/2015 19:39,E Harrison St & Broadway Ave E,4m 13s,"The ""Pedal"" Membership"
87693,6/9/2015,6/9/2015 19:35,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 19:47,6th Ave & Blanchard St,11m 44s,"The ""Pedal"" Membership"
87694,6/9/2015,6/9/2015 19:37,Key Arena / 1st Ave N & Harrison St,6/9/2015 19:51,1st Ave & Marion St,13m 34s,"The ""Pedal"" Membership"
87695,6/9/2015,6/9/2015 19:38,1st Ave & Marion St,6/9/2015 19:47,Pier 69 / Alaskan Way & Clay St,9m 3s,"The ""Pedal"" Membership"
87696,6/9/2015,6/9/2015 19:40,Pier 69 / Alaskan Way & Clay St,6/9/2015 20:13,Pier 69 / Alaskan Way & Clay St,32m 11s,24-Hour Pass
87697,6/9/2015,6/9/2015 19:40,Pier 69 / Alaskan Way & Clay St,6/9/2015 20:12,Pier 69 / Alaskan Way & Clay St,32m 1s,24-Hour Pass
87698,6/9/2015,6/9/2015 19:42,3rd Ave & Broad St,6/9/2015 19:56,2nd Ave & Blanchard St,14m 38s,24-Hour Pass
87699,6/9/2015,6/9/2015 19:43,E Blaine St & Fairview Ave E,6/9/2015 19:48,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,4m 58s,"The ""Pedal"" Membership"
87700,6/9/2015,6/9/2015 19:44,REI / Yale Ave N & John St,6/9/2015 19:57,Lake Union Park / Valley St & Boren Ave N,13m 39s,"The ""Pedal"" Membership"
87701,6/9/2015,6/9/2015 19:45,Pier 69 / Alaskan Way & Clay St,6/9/2015 20:13,Pier 69 / Alaskan Way & Clay St,27m 10s,24-Hour Pass
87702,6/9/2015,6/9/2015 19:46,Summit Ave & E Denny Way,6/9/2015 19:51,Summit Ave & E Denny Way,5m 38s,"The ""Pedal"" Membership"
87703,6/9/2015,6/9/2015 19:48,E Harrison St & Broadway Ave E,6/9/2015 20:01,12th Ave & E Yesler Way,13m 14s,"The ""Pedal"" Membership"
87704,6/9/2015,6/9/2015 19:48,2nd Ave & Pike St,6/9/2015 20:00,Key Arena / 1st Ave N & Harrison St,12m 18s,3-Day Pass
87705,6/9/2015,6/9/2015 19:49,2nd Ave & Pike St,6/9/2015 19:58,Key Arena / 1st Ave N & Harrison St,9m 30s,3-Day Pass
87706,6/9/2015,6/9/2015 19:50,15th Ave NE & NE 40th St,6/9/2015 20:14,UW McCarty Hall / Whitman Ct,23m 42s,24-Hour Pass
87707,6/9/2015,6/9/2015 19:50,2nd Ave & Spring St,6/9/2015 20:01,2nd Ave & Vine St,11m 0s,"The ""Pedal"" Membership"
87708,6/9/2015,6/9/2015 19:53,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/9/2015 19:57,Republican St & Westlake Ave N,4m 34s,"The ""Pedal"" Membership"
87709,6/9/2015,6/9/2015 19:55,Lake Union Park / Valley St & Boren Ave N,6/9/2015 20:11,3rd Ave & Broad St,15m 48s,"The ""Pedal"" Membership"
87710,6/9/2015,6/9/2015 19:56,E Blaine St & Fairview Ave E,6/9/2015 20:17,3rd Ave & Broad St,20m 28s,3-Day Pass
87712,6/9/2015,6/9/2015 19:58,Pier 69 / Alaskan Way & Clay St,6/9/2015 21:13,Pier 69 / Alaskan Way & Clay St,1h 14m 47s,24-Hour Pass
87713,6/9/2015,6/9/2015 19:58,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/9/2015 20:19,2nd Ave & Spring St,20m 43s,24-Hour Pass
87714,6/9/2015,6/9/2015 19:59,Pier 69 / Alaskan Way & Clay St,6/9/2015 21:12,Pier 69 / Alaskan Way & Clay St,1h 13m 48s,"The ""Pedal"" Membership"
87715,6/9/2015,6/9/2015 20:00,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/9/2015 20:19,2nd Ave & Spring St,19m 20s,24-Hour Pass
87716,6/9/2015,6/9/2015 20:00,2nd Ave & Pike St,6/9/2015 20:13,3rd Ave & Broad St,12m 52s,"The ""Gear"" Membership"
87717,6/9/2015,6/9/2015 20:01,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/9/2015 20:19,2nd Ave & Spring St,17m 49s,24-Hour Pass
87718,6/9/2015,6/9/2015 20:06,Republican St & Westlake Ave N,6/9/2015 20:11,PATH / 9th Ave & Westlake Ave,5m 5s,"The ""Pedal"" Membership"
87719,6/9/2015,6/9/2015 20:07,12th Ave & E Mercer St,6/9/2015 20:12,E Harrison St & Broadway Ave E,4m 56s,24-Hour Pass
87720,6/9/2015,6/9/2015 20:11,3rd Ave & Broad St,6/9/2015 20:23,Bellevue Ave & E Pine St,11m 56s,"The ""Pedal"" Membership"
87721,6/9/2015,6/9/2015 20:11,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,6/9/2015 20:38,Harvard Ave & E Pine St,26m 34s,"The ""Pedal"" Membership"
87722,6/9/2015,6/9/2015 20:13,3rd Ave & Broad St,6/9/2015 20:39,Lake Union Park / Valley St & Boren Ave N,26m 24s,24-Hour Pass
87723,6/9/2015,6/9/2015 20:14,3rd Ave & Broad St,6/9/2015 20:39,Lake Union Park / Valley St & Boren Ave N,24m 54s,24-Hour Pass
87724,6/9/2015,6/9/2015 20:14,Dexter Ave & Denny Way,6/9/2015 20:16,PATH / 9th Ave & Westlake Ave,1m 9s,"The ""Pedal"" Membership"
87725,6/9/2015,6/9/2015 20:15,Bellevue Ave & E Pine St,6/9/2015 20:26,E Harrison St & Broadway Ave E,10m 47s,"The ""Pedal"" Membership"
87728,6/9/2015,6/9/2015 20:19,NE 47th St & 12th Ave NE,6/9/2015 20:48,UW Intramural Activities Building,28m 54s,24-Hour Pass
87729,6/9/2015,6/9/2015 20:19,E Harrison St & Broadway Ave E,6/9/2015 20:37,E Harrison St & Broadway Ave E,17m 36s,"The ""Pedal"" Membership"
87730,6/9/2015,6/9/2015 20:20,PATH / 9th Ave & Westlake Ave,6/9/2015 20:25,Republican St & Westlake Ave N,4m 52s,"The ""Pedal"" Membership"
87732,6/9/2015,6/9/2015 20:21,NE 47th St & 12th Ave NE,6/9/2015 20:48,UW Intramural Activities Building,27m 14s,24-Hour Pass
87733,6/9/2015,6/9/2015 20:22,UW McCarty Hall / Whitman Ct,6/9/2015 20:36,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,14m 3s,24-Hour Pass
87734,6/9/2015,6/9/2015 20:23,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 20:27,Pine St & 9th Ave,4m 26s,"The ""Pedal"" Membership"
87735,6/9/2015,6/9/2015 20:26,3rd Ave & Broad St,6/9/2015 20:36,1st Ave & Marion St,9m 29s,"The ""Gear"" Membership"
87736,6/9/2015,6/9/2015 20:27,Pine St & 9th Ave,6/9/2015 20:31,REI / Yale Ave N & John St,4m 37s,"The ""Pedal"" Membership"
87737,6/9/2015,6/9/2015 20:31,Burke Museum / E Stevens Way NE & Memorial Way NE,6/9/2015 20:42,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,10m 37s,24-Hour Pass
87738,6/9/2015,6/9/2015 20:31,Burke Museum / E Stevens Way NE & Memorial Way NE,6/9/2015 20:42,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,10m 38s,24-Hour Pass
87739,6/9/2015,6/9/2015 20:33,Republican St & Westlake Ave N,6/9/2015 20:39,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,5m 51s,"The ""Pedal"" Membership"
87740,6/9/2015,6/9/2015 20:39,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,6/9/2015 20:55,Children's Hospital / Sandpoint Way NE & 40th Ave NE,16m 27s,24-Hour Pass
87741,6/9/2015,6/9/2015 20:41,Lake Union Park / Valley St & Boren Ave N,6/9/2015 21:14,Burke Museum / E Stevens Way NE & Memorial Way NE,32m 24s,24-Hour Pass
87742,6/9/2015,6/9/2015 20:42,Lake Union Park / Valley St & Boren Ave N,6/9/2015 21:15,Burke Museum / E Stevens Way NE & Memorial Way NE,32m 42s,24-Hour Pass
87743,6/9/2015,6/9/2015 20:43,6th Ave & Blanchard St,6/9/2015 20:52,Lake Union Park / Valley St & Boren Ave N,9m 18s,"The ""Pedal"" Membership"
87744,6/9/2015,6/9/2015 20:43,Lake Union Park / Valley St & Boren Ave N,6/9/2015 20:52,PATH / 9th Ave & Westlake Ave,9m 3s,"The ""Pedal"" Membership"
87745,6/9/2015,6/9/2015 20:51,PATH / 9th Ave & Westlake Ave,6/9/2015 21:02,E Blaine St & Fairview Ave E,10m 37s,"The ""Pedal"" Membership"
87746,6/9/2015,6/9/2015 20:54,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/9/2015 21:14,E Pine St & 16th Ave,19m 55s,"The ""Pedal"" Membership"
87747,6/9/2015,6/9/2015 20:57,2nd Ave & Pike St,6/9/2015 21:06,Key Arena / 1st Ave N & Harrison St,9m 36s,"The ""Pedal"" Membership"
87748,6/9/2015,6/9/2015 20:58,Children's Hospital / Sandpoint Way NE & 40th Ave NE,6/9/2015 21:29,Children's Hospital / Sandpoint Way NE & 40th Ave NE,31m 15s,24-Hour Pass
87749,6/9/2015,6/9/2015 20:58,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/9/2015 21:04,E Blaine St & Fairview Ave E,5m 59s,"The ""Pedal"" Membership"
87750,6/9/2015,6/9/2015 21:02,E Harrison St & Broadway Ave E,6/9/2015 21:28,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,26m 13s,24-Hour Pass
87751,6/9/2015,6/9/2015 21:02,Summit Ave E & E Republican St,6/9/2015 21:08,Cal Anderson Park / 11th Ave & Pine St,5m 29s,"The ""Pedal"" Membership"
87753,6/9/2015,6/9/2015 21:07,2nd Ave & Spring St,6/9/2015 21:15,3rd Ave & Broad St,8m 18s,"The ""Pedal"" Membership"
87754,6/9/2015,6/9/2015 21:11,2nd Ave & Blanchard St,6/9/2015 21:18,Republican St & Westlake Ave N,6m 45s,"The ""Pedal"" Membership"
87755,6/9/2015,6/9/2015 21:13,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6/9/2015 21:34,Key Arena / 1st Ave N & Harrison St,20m 52s,"The ""Pedal"" Membership"
87756,6/9/2015,6/9/2015 21:15,E Pine St & 16th Ave,6/9/2015 21:19,15th Ave E & E Thomas St,3m 40s,"The ""Pedal"" Membership"
87757,6/9/2015,6/9/2015 21:16,2nd Ave & Vine St,6/9/2015 21:24,2nd Ave & Pike St,7m 47s,"The ""Pedal"" Membership"
87758,6/9/2015,6/9/2015 21:16,Republican St & Westlake Ave N,6/9/2015 21:22,PATH / 9th Ave & Westlake Ave,5m 26s,"The ""Pedal"" Membership"
87759,6/9/2015,6/9/2015 21:36,Children's Hospital / Sandpoint Way NE & 40th Ave NE,6/9/2015 21:45,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,8m 20s,24-Hour Pass
87760,6/9/2015,6/9/2015 21:37,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 21:45,REI / Yale Ave N & John St,8m 26s,"The ""Pedal"" Membership"
87761,6/9/2015,6/9/2015 21:43,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/9/2015 21:46,Lake Union Park / Valley St & Boren Ave N,3m 19s,"The ""Pedal"" Membership"
87762,6/9/2015,6/9/2015 21:47,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,6/9/2015 23:21,UW Intramural Activities Building,1h 34m 1s,24-Hour Pass
87763,6/9/2015,6/9/2015 21:56,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/9/2015 22:09,3rd Ave & Broad St,13m 24s,"The ""Pedal"" Membership"
87764,6/9/2015,6/9/2015 22:19,12th Ave & E Denny Way,6/9/2015 22:23,12th Ave & E Mercer St,4m 0s,"The ""Pedal"" Membership"
87765,6/9/2015,6/9/2015 22:20,Bellevue Ave & E Pine St,6/9/2015 22:30,2nd Ave & Vine St,10m 16s,"The ""Pedal"" Membership"
87766,6/9/2015,6/9/2015 22:22,Key Arena / 1st Ave N & Harrison St,6/9/2015 22:34,6th Ave & Blanchard St,12m 19s,3-Day Pass
87769,6/9/2015,6/9/2015 22:32,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 22:39,Summit Ave E & E Republican St,7m 15s,"The ""Pedal"" Membership"
87772,6/9/2015,6/9/2015 22:52,Pier 69 / Alaskan Way & Clay St,6/9/2015 23:25,Pier 69 / Alaskan Way & Clay St,32m 42s,24-Hour Pass
87773,6/9/2015,6/9/2015 22:53,Pier 69 / Alaskan Way & Clay St,6/9/2015 23:24,Pier 69 / Alaskan Way & Clay St,30m 52s,24-Hour Pass
87774,6/9/2015,6/9/2015 22:54,Summit Ave & E Denny Way,6/9/2015 23:09,Eastlake Ave E & E Allison St,14m 45s,"The ""Pedal"" Membership"
87775,6/9/2015,6/9/2015 23:05,Harvard Ave & E Pine St,6/9/2015 23:22,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,16m 30s,24-Hour Pass
87777,6/9/2015,6/9/2015 23:14,Children's Hospital / Sandpoint Way NE & 40th Ave NE,6/9/2015 23:33,12th Ave & NE Campus Pkwy,19m 32s,"The ""Pedal"" Membership"
87778,6/9/2015,6/9/2015 23:33,2nd Ave & Pike St,6/10/2015 0:02,7th Ave & Union St,28m 35s,24-Hour Pass
87779,6/9/2015,6/9/2015 23:33,2nd Ave & Pike St,6/10/2015 0:02,7th Ave & Union St,28m 47s,24-Hour Pass
87780,6/9/2015,6/9/2015 23:39,Children's Hospital / Sandpoint Way NE & 40th Ave NE,6/9/2015 23:54,UW Intramural Activities Building,15m 3s,"The ""Pedal"" Membership"
87781,6/9/2015,6/9/2015 23:43,UW Engineering Library / E Stevens Way NE & Jefferson Rd,6/9/2015 23:47,UW McCarty Hall / Whitman Ct,4m 0s,"The ""Pedal"" Membership"
